TradDate,Brent,RBOB,WTI,Corn,Gold,Soybean,JPYLibor,USDLibor,EURUSD
20090519,58.92,1.8125,59.65,425.75,926.3,1162,0.1,0.15,1.3281
20090520,60.59,1.8095,62.04,426,937,1169,0.104,0.14,1.31898
20090521,59.93,1.7997,61.05,424,950.8,1175,0.1,0.17,1.31912
20090522,60.78,1.8408,59.65,430.25,958.5,1166,0.105,0.17,1.3062
20090526,61.24,1.8524,62.45,427.5,953.1,1185.5,0.104,0.18,1.3022
20090527,62.5,1.8917,63.45,426,953.2,1187,0.101,0.17,1.30271
20090528,64.39,1.9105,65.08,428.75,961.5,1179,0.099,0.17,1.30511
20090529,65.52,1.931,66.31,436.25,978.8,1184,0.099,0.19,1.29667
20090601,67.97,1.9243,68.58,445.75,978.6,1218.5,0.102,0.21,1.30464
20090602,68.17,1.9252,68.55,449.5,983.2,1209,0.101,0.2,1.30282
20090603,65.88,1.9016,66.12,432.5,964.5,1182,0.102,0.21,1.29606
20090604,68.71,1.9621,68.81,448.5,981.2,1230,0.095,0.2,1.30034
20090605,68.34,1.9546,68.44,444,961.7,1225.5,0.097,0.21,1.3076
20090608,67.88,1.936,68.09,435,951.7,1232.5,0.103,0.21,1.29437
20090609,69.62,1.9667,70.01,444,954,1243.5,0.105,0.18,1.28952
20090610,70.8,2.0153,71.33,435.75,954,1246,0.103,0.18,1.29885
20090611,71.79,2.0649,72.68,441,961.3,1267,0.103,0.17,1.28485
20090612,70.92,2.0431,72.04,425.5,940.1,1245.5,0.104,0.17,1.28561
20090615,69.44,2.053,70.62,406,926.9,1197,0.104,0.22,1.2823
20090616,70.24,2.0711,70.47,404,931.6,1201.25,0.11,0.22,1.28488
20090617,70.85,2.0326,71.03,407.75,935.4,1206.25,0.105,0.24,1.28184
20090618,71.06,2.0295,71.37,403.25,934,1213.75,0.104,0.25,1.28507
20090619,69.19,1.9244,69.55,399.25,935.6,1179,0.105,0.25,1.29358
20090622,66.98,1.8597,66.93,385.25,920.6,1151.5,0.105,0.24,1.30832
20090623,68.8,1.8932,69.24,389,923.9,1179,0.1,0.24,1.30702
20090624,68.33,1.8425,68.67,386.5,934.1,1185,0.105,0.21,1.31002
20090625,69.78,1.8983,70.23,382.5,939.1,1196,0.106,0.19,1.31083
20090626,68.92,1.8741,69.16,384.25,940.7,1201,0.106,0.18,1.30361
20090629,70.99,1.9358,71.49,377,940.4,1215,0.112,0.17,1.30516
20090630,69.3,1.8972,69.89,347.75,927.1,1226.25,0.11,0.22,1.3052
20090701,68.79,1.859,69.31,351.75,941,1258.5,0.095,0.2,1.30673
20090702,66.65,1.7908,66.73,345.75,930.7,1243,0.096,0.17,1.30005
20090706,64.05,1.7404,64.05,343.25,924,1200,0.099,0.18,1.30989
20090707,63.23,1.7328,62.93,335.5,928.8,1133.5,0.095,0.18,1.31678
20090708,60.43,1.6333,60.14,339.25,909,1084,0.097,0.16,1.31797
20090709,61.1,1.6638,60.41,343.5,915.9,1110.5,0.099,0.15,1.30651
20090710,60.52,1.6505,59.89,345.5,912.2,1128.25,0.102,0.15,1.31185
20090713,60.69,1.6394,59.69,359,922.2,1091.5,0.104,0.13,1.31523
20090714,60.86,1.6466,59.52,350,922.5,1074,0.107,0.13,1.30416
20090715,63.09,1.7081,61.54,329.5,939.1,1020.5,0.108,0.14,1.2993
20090716,62.75,1.7135,62.02,316.75,935.1,976,0.115,0.15,1.29754
20090717,65.38,1.7699,63.56,322.25,937.2,1009.5,0.101,0.15,1.29193
20090720,66.44,1.7894,63.98,323.25,948.5,1033,0.101,0.15,1.2839
20090721,66.87,1.812,64.72,311.5,946.6,1014.5,0.102,0.14,1.28826
20090722,67.21,1.8383,65.4,308,953,1018.5,0.103,0.14,1.29065
20090723,69.25,1.9132,67.16,327,954.5,1023.5,0.1,0.15,1.28588
20090724,70.32,1.9159,68.05,316.25,952.8,1021,0.099,0.15,1.2934
20090727,70.81,1.9347,68.38,322.25,953.3,1021.25,0.104,0.16,1.28554
20090728,69.88,1.9106,67.23,320.5,939,1054.5,0.104,0.15,1.29401
20090729,66.53,1.855,63.35,320.75,927.2,1057.5,0.104,0.17,1.30492
20090730,70.11,1.9911,66.94,332.25,934.9,1128.25,0.1,0.17,1.2999
20090731,71.7,2.0448,69.45,339.5,953.7,1134,0.105,0.18,1.30762
20090803,73.55,2.0693,71.58,358,956.6,1173.5,0.1,0.18,1.32463
20090804,74.28,2.0567,71.42,354.5,967.5,1165,0.098,0.17,1.32235
20090805,75.51,2.0512,71.97,347,964.2,1175,0.1,0.17,1.32565
20090806,74.83,2.0607,71.94,332.5,960.7,1170.5,0.105,0.17,1.33145
20090807,73.59,2.0081,70.93,322,957.3,1184.5,0.097,0.17,1.3338
20090810,73.5,2.0274,70.6,324.25,945,1170.5,0.106,0.17,1.3367
20090811,72.46,2.0422,69.45,326.5,945.8,1216.5,0.109,0.16,1.33935
20090812,72.89,2.0253,70.16,330.75,950.7,1216,0.11,0.15,1.32965
20090813,73.48,2.0192,70.52,324.5,954.7,1187.25,0.11,0.15,1.3219
20090814,72.41,1.938,67.51,319.25,947,1100,0.108,0.15,1.3123
20090817,70.54,1.9515,66.75,314.25,934.3,988,0.104,0.17,1.30125
20090818,72.37,2.0002,69.19,314.5,937.7,995.5,0.105,0.17,1.30375
20090819,74.59,2.0346,72.42,320,943.3,997,0.108,0.17,1.30095
20090820,73.33,1.9822,72.54,318.5,940.3,999.25,0.107,0.17,1.30645
20090821,74.19,1.9956,73.89,321.75,953.2,1023,0.105,0.16,1.29785
20090824,74.26,2.0491,74.37,329.5,942.3,1080,0.109,0.16,1.283
20090825,71.82,2.007,72.05,321.5,944.5,1091,0.107,0.15,1.28705
20090826,71.65,1.9826,71.43,320.5,944.3,1090.5,0.109,0.15,1.27805
20090827,72.51,2.0314,72.49,323,945.5,1114.25,0.106,0.14,1.29775
20090828,72.79,2.0618,72.74,321,957,1135.75,0.106,0.14,1.30977
20090831,69.65,1.9859,69.96,326.25,951.7,1100,0.11,0.15,1.31625
20090901,67.73,1.7822,68.05,312.25,954.7,1014,0.107,0.15,1.3125
20090902,67.66,1.8086,68.05,313.25,976.6,1009.25,0.112,0.16,1.31093
20090903,67.12,1.7928,67.96,311,995.8,982,0.1,0.15,1.3144
20090904,66.82,1.975,68.02,300.5,994.9,961,0.101,0.15,1.31852
20090908,69.42,1.8289,71.1,302.75,997.9,969,0.097,0.15,1.32792
20090909,69.83,1.8281,71.31,305.5,995.3,961.5,0.098,0.15,1.32629
20090910,69.86,1.8036,71.94,309.5,995.4,973.5,0.097,0.16,1.3263
20090911,67.69,1.7598,69.29,314.5,1004.9,984.5,0.096,0.15,1.3303
20090914,67.44,1.7433,68.86,305,999.9,925,0.102,0.16,1.32584
20090915,67.35,1.7892,70.93,346.5,1005,960,0.099,0.17,1.33057
20090916,71.67,1.8483,72.51,336.25,1018.9,950.5,0.104,0.17,1.33368
20090917,71.55,1.8512,72.47,329,1012.3,953,0.106,0.16,1.33805
20090918,71.32,1.8324,72.04,318,1009.2,941,0.106,0.16,1.3343
20090921,68.69,1.7514,69.71,316,1003.7,913.5,0.106,0.15,1.32554
20090922,70.53,1.7816,71.55,325.75,1014.2,922,0.106,0.15,1.33481
20090923,67.99,1.7049,68.97,330.25,1013,920.5,0.106,0.15,1.333
20090924,64.82,1.6366,65.89,336.5,997.5,919.5,0.118,0.14,1.33347
20090925,65.11,1.6205,66.02,334,990.2,926,0.107,0.13,1.34172
20090928,65.54,1.638,66.84,338.75,992.5,919.5,0.097,0.13,1.3382
20090929,65.49,1.6281,66.71,341,993.1,917,0.098,0.11,1.33687
20090930,69.07,1.7259,70.61,344,1008,927,0.103,0.07,1.33938
20091001,69.19,1.7579,70.82,340.5,999.5,918,0.097,0.11,1.33393
20091002,68.07,1.7409,69.95,333.5,1003.2,885,0.096,0.13,1.32419
20091005,68.04,1.7539,70.41,341.5,1016.7,885,0.099,0.13,1.31703
20091006,68.56,1.7727,70.88,358.25,1038.6,910,0.105,0.12,1.32073
20091007,67.2,1.7203,69.57,359.75,1043.3,912,0.101,0.13,1.312
20091008,69.77,1.7797,71.69,364,1055.4,936,0.095,0.12,1.3178
20091009,70,1.768,71.77,362.25,1047.8,964,0.107,0.12,1.32551
20091012,71.36,1.799,73.27,381.25,1056.7,999,0.107,0.12,1.32995
20091013,72.4,1.8318,74.15,381.75,1064.2,993,0.109,0.12,1.3299
20091014,73.1,1.8575,75.18,383,1063.9,994,0.105,0.12,1.3335
20091015,74.45,1.9449,77.58,373,1049.8,983,0.105,0.13,1.33597
20091016,76.99,1.9793,78.53,372,1050.7,977.5,0.111,0.12,1.35226
20091019,77.77,1.9872,79.61,386.25,1057.3,996.25,0.108,0.12,1.34929
20091020,77.24,1.9877,79.09,384.5,1057.8,982.5,0.107,0.12,1.34735
20091021,79.69,2.0543,81.37,398.25,1063.7,1008.5,0.116,0.11,1.35259
20091022,79.51,2.0442,81.19,403.5,1057.8,1005.5,0.111,0.11,1.34888
20091023,78.92,2.0438,80.5,397.75,1055.6,1006,0.114,0.11,1.3522
20091026,77.26,2.0338,78.68,378,1042.1,986.5,0.109,0.11,1.35788
20091027,77.92,2.0705,79.55,370.75,1034.7,973.5,0.105,0.11,1.36182
20091028,75.86,1.9864,77.46,369,1029.9,968.5,0.109,0.11,1.35575
20091029,78.04,2.019,79.87,379.5,1046.4,985.5,0.108,0.11,1.35814
20091030,75.2,1.9432,77,366,1039.7,978,0.112,0.11,1.35731
20091102,76.55,1.9903,78.13,382.25,1053.4,997.5,0.106,0.12,1.35426
20091103,78.11,2.0004,79.6,390,1084.3,1006.75,0.106,0.12,1.35613
20091104,78.89,2.0127,80.4,384,1086.7,995.5,0.105,0.13,1.35234
20091105,77.99,1.9877,79.62,376.5,1088.7,967,0.102,0.13,1.35337
20091106,75.87,1.9243,77.43,367,1095.1,948,0.099,0.12,1.36761
20091109,77.77,1.9818,79.43,386,1100.8,964.25,0.101,0.12,1.37816
20091110,77.5,1.9774,79.05,394.5,1101.9,961.5,0.104,0.13,1.37761
20091111,77.95,1.9927,79.28,392.5,1114,964.5,0.104,0.13,1.38007
20091112,76.02,1.9405,76.94,390.5,1106,982.25,0.102,0.12,1.3805
20091113,75.55,1.9162,76.35,390.5,1116.1,985,0.1,0.12,1.37872
20091116,78.76,1.9868,78.9,402.25,1138.6,1010,0.106,0.12,1.35889
20091117,78.97,2.0049,79.14,402,1138.8,1029.5,0.108,0.12,1.3488
20091118,79.47,2.0114,79.58,398,1140.7,1027,0.107,0.11,1.35149
20091119,77.64,1.9695,77.46,395,1141.4,1039,0.109,0.11,1.3475
20091120,77.2,1.9806,76.72,391,1146.4,1046,0.109,0.11,1.3513
20091123,77.46,1.9794,77.56,387.25,1164.3,1042,0.109,0.12,1.34065
20091124,76.46,1.939,76.02,376,1165.5,1046,0.109,0.12,1.34357
20091125,78.44,1.9976,77.96,392,1186.9,1054.5,0.106,0.11,1.34864
20091127,77.18,1.9262,76.05,397.25,1174.2,1053,0.107,0.12,1.34955
20091130,78.47,2.0008,77.28,402.75,1181.1,1060.5,0.113,0.13,1.34388
20091201,79.35,2.0423,78.37,399.75,1199.1,1059.5,0.104,0.13,1.34817
20091202,77.88,1.9928,76.6,391.75,1212,1034,0.101,0.13,1.35585
20091203,78.36,1.993,76.46,385.25,1217.4,1047,0.105,0.13,1.35165
20091204,77.52,1.975,75.47,373.75,1168.8,1043,0.102,0.12,1.35722
20091207,76.43,1.9406,73.93,368.75,1163.4,1053,0.107,0.12,1.35886
20091208,75.19,1.9246,72.62,369.5,1142.8,1044,0.107,0.12,1.35416
20091209,72.39,1.8573,70.67,368,1120.4,1028.5,0.105,0.12,1.35906
20091210,71.86,1.8351,70.54,377.25,1125.7,1027,0.1,0.12,1.35937
20091211,71.88,1.8416,69.87,389.25,1119.4,1035,0.091,0.12,1.36672
20091214,71.89,1.8267,69.51,392,1123.3,1055,0.092,0.12,1.37609
20091215,72.05,1.8451,70.69,407.5,1122.4,1055,0.098,0.13,1.37859
20091216,73.55,1.8739,72.66,410.25,1135.5,1059.5,0.113,0.14,1.37541
20091217,73.37,1.852,72.65,397,1106.8,1022,0.106,0.13,1.37415
20091218,73.75,1.8948,73.36,397.75,1110.8,1012,0.105,0.12,1.37608
20091221,72.99,1.8691,73.21,400,1095.4,1001,0.096,0.12,1.3662
20091222,73.46,1.8888,74.44,398.75,1086,991,0.104,0.12,1.36715
20091223,75.45,1.9666,76.57,404.75,1093.3,1001.25,0.104,0.11,1.36962
20091224,76.31,1.9896,72.73,408.5,1104.1,999.5,0.102,0.11,1.3684
20091228,77.32,2.0184,78.77,416,1107.2,1029,0.097,0.12,1.37999
20091229,77.64,2.0106,78.87,417,1097,1038,0.097,0.12,1.3746
20091230,78.03,2.0406,79.49,413.75,1091.5,1036.25,0.094,0.11,1.3754
20091231,77.93,2.0525,79.36,414.5,1095.2,1039.75,0.094,0.05,1.36721
20100104,80.12,2.1044,81.71,418.5,1117.7,1049.5,0.1,0.12,1.35756
20100105,80.59,2.125,81.61,418.75,1118.1,1052.25,0.095,0.12,1.36085
20100106,81.89,2.1366,83.32,421.75,1135.9,1050.5,0.092,0.12,1.36695
20100107,81.51,2.1349,82.61,417.5,1133.1,1017.75,0.092,0.1,1.3672
20100108,81.37,2.1553,82.75,423,1138.2,1013,0.092,0.11,1.36794
20100111,80.97,2.1427,82.11,422.5,1150.7,1001.75,0.092,0.11,1.3541
20100112,79.3,2.0978,80.79,392.5,1128.9,969.5,0.095,0.11,1.35519
20100113,78.31,2.0602,79.65,384,1136.4,983.5,0.095,0.11,1.35612
20100114,77.82,2.0738,79.39,381,1142.6,968.5,0.094,0.11,1.35479
20100115,77.11,2.0454,78,371.5,1130.1,974,0.094,0.12,1.3696
20100119,77.63,2.0591,79.02,369.25,1139.7,963.5,0.102,0.13,1.3663
20100120,76.32,2.0465,77.62,368,1112.3,950,0.101,0.13,1.35545
20100121,74.58,1.9829,76.08,372,1102.7,954,0.103,0.12,1.3487
20100122,72.83,1.9657,74.54,364.75,1089.2,951.5,0.101,0.11,1.35252
20100125,73.69,2.0008,75.26,367.75,1095.2,940.5,0.101,0.12,1.35908
20100126,73.29,1.9674,74.71,362.25,1097.9,947.5,0.091,0.12,1.3635
20100127,72.24,1.9392,73.67,358.25,1084.4,929,0.094,0.12,1.36456
20100128,72.13,1.9174,73.64,361.75,1083.6,931.75,0.096,0.12,1.36385
20100129,71.46,1.9031,72.89,356.5,1083,914,0.095,0.12,1.35946
20100201,73.11,1.9321,74.43,359,1104.3,909.75,0.094,0.14,1.37073
20100202,76.06,2.0179,77.23,365,1117.4,925.5,0.098,0.14,1.37583
20100203,75.92,2.0362,76.98,353,1111.4,908,0.096,0.13,1.37338
20100204,72.13,1.9508,73.14,354,1062.4,914,0.1,0.14,1.37187
20100205,69.59,1.8864,71.19,351.5,1052.2,913.5,0.108,0.13,1.37395
20100208,70.11,1.894,71.89,356,1065.7,929.5,0.107,0.13,1.36871
20100209,72.13,1.929,73.75,358.5,1076.7,924.5,0.11,0.13,1.371
20100210,72.54,1.929,74.52,361.75,1075.8,937.5,0.108,0.12,1.38025
20100211,73.05,1.9357,75.28,363.25,1094.2,943,0.108,0.12,1.37352
20100212,72.9,1.9295,74.13,361.5,1089.5,945,0.101,0.12,1.37433
20100216,75.68,1.9882,77.01,367.25,1119.3,965.5,0.097,0.13,1.38796
20100217,76.27,2.0071,77.33,360,1119.5,951.5,0.106,0.12,1.38585
20100218,77.78,2.0692,79.06,357.25,1118,948,0.097,0.12,1.39014
20100219,78.19,2.0857,79.81,360,1121.3,945,0.094,0.13,1.38721
20100222,78.61,2.1158,80.16,371.5,1112.6,961.5,0.096,0.12,1.39345
20100223,77.25,2.0656,78.86,367.75,1102.7,952.5,0.098,0.12,1.38168
20100224,78.09,2.0989,80,375.25,1096.5,955.5,0.1,0.11,1.37794
20100225,76.29,2.037,78.17,372.25,1107.8,941.5,0.102,0.12,1.3798
20100226,77.59,2.0788,79.66,378,1118.3,951,0.097,0.13,1.38388
20100301,76.89,2.1556,78.7,370.75,1117.8,952.5,0.094,0.14,1.37419
20100302,78.18,2.1966,79.68,370.5,1136.9,954.25,0.091,0.14,1.3753
20100303,79.25,2.2476,80.87,375.75,1142.7,954.5,0.095,0.15,1.37696
20100304,78.54,2.2337,80.21,372,1132.6,932.5,0.096,0.16,1.37938
20100305,79.89,2.271,81.5,364.75,1134.8,934.75,0.096,0.17,1.3768
20100308,80.47,2.2892,81.87,364.5,1123.6,940.5,0.094,0.15,1.3742
20100309,79.91,2.2603,81.49,358.75,1122,941.5,0.099,0.14,1.3797
20100310,80.48,2.2851,82.09,355.5,1107.8,952,0.094,0.14,1.38559
20100311,80.28,2.272,82.11,355.5,1108,925.5,0.101,0.15,1.38867
20100312,79.39,2.255,81.24,354,1101.5,926,0.094,0.17,1.3885
20100315,77.89,2.2228,79.8,363.25,1105.1,930,0.104,0.2,1.38158
20100316,79.02,2.275,81.7,366.75,1122.2,945,0.1,0.2,1.38144
20100317,81.96,2.3097,82.93,374,1124,959,0.099,0.18,1.3815
20100318,81.48,2.3009,82.2,376,1127.4,959.5,0.1,0.18,1.37927
20100319,79.88,2.2556,80.68,374.5,1107.4,961.75,0.101,0.18,1.38046
20100322,80.54,2.2562,81.25,370.75,1099.3,968.5,0.101,0.18,1.3834
20100323,80.7,2.2628,81.91,362.75,1103.5,968,0.099,0.17,1.38505
20100324,79.62,2.2212,80.61,365,1088.6,960,0.101,0.17,1.38127
20100325,79.61,2.2177,80.53,355,1092.7,942.5,0.101,0.17,1.38673
20100326,79.29,2.2074,80,356.75,1104.2,954,0.097,0.17,1.38706
20100329,81.17,2.2613,82.17,357,1110.3,967.5,0.103,0.16,1.39278
20100330,81.28,2.2747,82.37,354.5,1104.5,974,0.1,0.16,1.39111
20100331,82.7,2.31,83.76,345,1113.3,941,0.082,0.09,1.38401
20100401,84.01,2.3237,84.87,344.5,1125.1,942,0.09,0.17,1.376
20100405,85.88,2.3502,86.62,345.75,1132.9,936,0.094,0.2,1.37094
20100406,86.15,2.3483,86.84,346.5,1135.1,944.5,0.093,0.2,1.36945
20100407,85.59,2.3147,85.88,356.5,1152.3,952.5,0.091,0.19,1.37096
20100408,84.81,2.2983,85.39,348.25,1152.2,946.5,0.093,0.19,1.37023
20100409,84.83,2.2893,84.92,345.75,1161.1,952.25,0.097,0.19,1.36872
20100412,84.77,2.2958,84.34,348.25,1161.6,960,0.094,0.19,1.36453
20100413,84.72,2.3093,84.05,352.5,1152.8,968,0.094,0.2,1.36346
20100414,86.15,2.3327,85.84,358,1159,969,0.089,0.2,1.35905
20100415,87.17,2.3262,85.51,363.25,1159.7,984,0.089,0.22,1.36018
20100416,85.99,2.277,83.24,364,1136.3,985.25,0.095,0.21,1.3631
20100419,84.23,2.2544,81.45,347.75,1135.2,976.75,0.092,0.2,1.35987
20100420,84.8,2.2809,83.45,355.5,1138.6,984,0.096,0.2,1.36594
20100421,85.7,2.2827,83.68,358.75,1148.2,995.5,0.094,0.2,1.36425
20100422,85.67,2.3002,83.7,362.25,1142.3,1004.25,0.091,0.2,1.35931
20100423,87.25,2.3531,85.12,353,1153.1,1000,0.092,0.2,1.35474
20100426,86.83,2.3409,84.2,352.25,1153.5,998.75,0.094,0.2,1.35425
20100427,85.78,2.3268,82.44,347.5,1161.7,982.75,0.092,0.2,1.35742
20100428,86.16,2.3327,83.22,357,1171.3,982.75,0.09,0.2,1.35467
20100429,86.9,2.3556,85.17,360.5,1168.4,985.75,0.09,0.19,1.35955
20100430,87.44,2.3963,86.15,366.25,1180.1,989.5,0.096,0.2,1.36079
20100503,88.94,2.4351,86.19,362.75,1182.7,975.75,0.096,0.2,1.36061
20100504,85.67,2.3222,82.74,360,1168.6,977,0.096,0.21,1.36294
20100505,82.61,2.2204,79.97,364.75,1174.6,968.25,0.096,0.21,1.36114
20100506,79.83,2.1563,77.11,364,1196.9,945.5,0.093,0.2,1.3649
20100507,78.27,2.1251,75.11,364.75,1210,951.25,0.091,0.2,1.36917
20100510,80.12,2.1726,76.8,363,1200.4,952.75,0.087,0.2,1.36106
20100511,80.49,2.1952,76.37,369.75,1219.9,958.25,0.089,0.2,1.3596
20100512,81.2,2.2104,75.65,371.75,1242.7,959.5,0.088,0.2,1.36047
20100513,80.11,2.1951,74.4,366.5,1228.8,960.5,0.088,0.2,1.36125
20100514,77.93,2.1308,71.61,356.75,1227.4,948,0.102,0.2,1.36415
20100517,75.1,2.0431,70.08,356,1227.7,941,0.09,0.21,1.36134
20100518,74.43,2.0431,69.41,359.75,1214.3,939.5,0.088,0.21,1.35699
20100519,73.69,2.0152,69.87,359.25,1192.6,938.5,0.091,0.2,1.35255
20100520,71.84,1.9645,68.01,362,1187.8,944,0.092,0.2,1.35268
20100521,71.68,1.9612,70.04,369,1175.7,941,0.093,0.2,1.35245
20100524,71.17,1.9708,70.21,370,1193.8,939,0.092,0.21,1.34633
20100525,69.55,1.9308,68.75,364.25,1197.8,930.5,0.09,0.21,1.34639
20100526,71.74,1.9704,71.51,371.5,1213.3,938,0.089,0.2,1.34315
20100527,74.66,2.0389,74.55,373.25,1211.9,951.75,0.089,0.2,1.34373
20100528,74.02,2.0198,73.97,359,1212.2,937.75,0.093,0.19,1.34082
20100601,72.71,1.9825,72.58,354,1224.8,932,0.089,0.2,1.34205
20100602,73.75,2.0261,72.86,348.5,1220.6,932.5,0.088,0.2,1.3376
20100603,75.41,2.0812,74.61,349.5,1208.3,955,0.088,0.19,1.33834
20100604,72.09,1.9953,71.51,340,1216.2,935,0.091,0.19,1.3365
20100607,72.12,1.9949,71.44,335.75,1239.3,935,0.086,0.19,1.337
20100608,72.3,1.9891,71.99,337.25,1244,931,0.106,0.19,1.33645
20100609,74.27,2.0397,74.38,338.25,1228.5,943.5,0.09,0.18,1.33652
20100610,75.29,2.0705,75.48,343.25,1220.8,935,0.096,0.18,1.34
20100611,74.35,2.0497,73.78,349.5,1228.9,946.25,0.091,0.18,1.3364
20100614,75.2,2.0764,75.12,353.75,1223.3,951.5,0.098,0.18,1.32808
20100615,76.2,2.1215,76.94,353.75,1233.2,949.5,0.098,0.19,1.324
20100616,78.14,2.1452,77.67,356.25,1229.3,957.75,0.094,0.19,1.31928
20100617,78.68,2.164,76.79,357.5,1247.5,952,0.096,0.19,1.31678
20100618,78.22,2.1476,77.18,360.75,1257.2,961,0.093,0.18,1.3193
20100621,78.82,2.1428,77.82,355,1239.7,963.25,0.098,0.17,1.31287
20100622,78.04,2.1335,77.21,351.5,1239.9,965.5,0.097,0.18,1.31336
20100623,76.27,2.0823,76.35,346.5,1234.1,958,0.097,0.17,1.315
20100624,76.47,2.0935,76.51,344.75,1245.5,955.5,0.103,0.16,1.29443
20100625,78.12,2.1678,78.86,340.5,1255.8,957,0.098,0.16,1.29525
20100628,77.59,2.1376,78.25,333.75,1238.2,955,0.099,0.17,1.2917
20100629,75.44,2.072,75.94,325,1242,947.25,0.094,0.15,1.29247
20100630,75.01,2.0606,75.63,354.25,1245.5,948.5,0.096,0.09,1.29638
20100701,72.34,1.9976,72.95,365.5,1206.3,953.5,0.091,0.17,1.29405
20100702,71.65,1.9777,72.14,364,1207.4,962.75,0.091,0.18,1.29595
20100706,71.45,1.9713,71.98,360,1194.8,964.25,0.111,0.18,1.2849
20100707,73.51,2.0253,74.07,370.75,1198.6,993,0.093,0.18,1.28473
20100708,74.71,2.0511,75.44,377.5,1195.8,1012.5,0.092,0.17,1.27802
20100709,75.42,2.07,76.09,375.25,1209.6,1025.5,0.098,0.18,1.2751
20100712,74.37,2.028,74.95,371.25,1198.5,1031.75,0.092,0.17,1.26312
20100713,76.65,2.0821,77.15,366.75,1213.3,1030.5,0.093,0.17,1.26239
20100714,76.77,2.0665,77.04,375.25,1206.8,1036,0.092,0.17,1.2669
20100715,76.19,2.0607,76.62,392.5,1208.1,1019,0.091,0.19,1.2517
20100716,75.37,2.0486,76.01,394.75,1188,1019.5,0.094,0.19,1.26549
20100719,75.62,2.059,76.54,381.5,1181.7,1008,0.094,0.19,1.26906
20100720,76.22,2.0786,77.44,374,1191.5,1011.75,0.093,0.18,1.2628
20100721,75.37,2.0678,76.56,379.75,1191.6,1015.25,0.09,0.18,1.27517
20100722,77.82,2.1466,79.3,376.5,1195.5,1016,0.093,0.18,1.26585
20100723,77.45,2.1222,78.98,371.25,1187.7,1017,0.093,0.19,1.28378
20100726,77.5,2.1058,78.98,364,1183,998.25,0.095,0.19,1.27996
20100727,76.13,2.0632,77.5,362.75,1158,998,0.092,0.19,1.27169
20100728,76.06,2.0634,76.99,376.25,1160.4,1010.5,0.105,0.2,1.26477
20100729,77.59,2.0974,78.36,379.25,1168.4,1026.75,0.094,0.19,1.26465
20100730,78.18,2.1066,78.95,392.75,1181.7,1052.5,0.098,0.18,1.26705
20100802,80.82,2.1685,81.34,390.5,1183.4,1053.25,0.096,0.19,1.26368
20100803,82.68,2.1935,82.55,389.5,1185.2,1053.5,0.094,0.19,1.26141
20100804,82.2,2.175,82.47,400.25,1193.7,1053,0.095,0.19,1.2525
20100805,81.61,2.1644,82.01,403.5,1197.2,1055,0.096,0.19,1.24817
20100806,80.16,2.1127,80.7,405,1203.4,1059,0.097,0.18,1.25453
20100809,80.99,2.1187,81.48,403,1200.7,1048.5,0.098,0.18,1.24545
20100810,79.6,2.0853,80.25,393.5,1196.2,1036.25,0.105,0.18,1.2421
20100811,77.64,1.9976,78.02,395.5,1197.5,1044.5,0.099,0.17,1.24752
20100812,75.52,1.9548,75.74,406.25,1214.8,1057,0.096,0.18,1.24384
20100813,75.11,1.9396,75.39,411.75,1214.9,1052,0.093,0.19,1.24767
20100816,74.85,1.9243,75.24,407.25,1224.5,1034,0.093,0.2,1.25364
20100817,76.93,1.9532,75.77,415.5,1226.6,1045.25,0.091,0.2,1.2554
20100818,76.47,1.9612,75.42,418.5,1229.7,1035.25,0.095,0.19,1.254
20100819,75.3,1.9287,74.43,414.25,1233.8,1016.75,0.091,0.19,1.23913
20100820,74.26,1.9251,73.46,421.25,1227.2,1009.25,0.092,0.2,1.24426
20100823,73.62,1.881,73.1,417.25,1226.9,1007,0.094,0.19,1.24672
20100824,72.38,1.8494,71.63,405.25,1231.8,999.5,0.097,0.19,1.2452
20100825,73.48,1.8639,72.52,404.75,1239.5,1000,0.095,0.19,1.24697
20100826,75.02,1.9085,73.36,416.5,1235.4,1013,0.089,0.19,1.23832
20100827,76.65,1.9479,75.17,421,1236,1022,0.094,0.19,1.23111
20100831,74.64,1.8894,71.92,424.5,1248.3,1008,0.095,0.21,1.23744
20100901,76.35,1.8891,73.91,432.25,1246.3,1004.5,0.093,0.19,1.24479
20100902,76.93,1.9216,75.02,433,1251.5,1007.5,0.091,0.19,1.24107
20100903,76.67,1.9195,74.6,449.75,1249.2,1029.75,0.09,0.19,1.24622
20100907,77.74,1.9329,74.09,451.5,1257.3,1043.75,0.087,0.2,1.2286
20100908,78.17,1.9394,74.67,447.5,1255.6,1041.25,0.092,0.19,1.22287
20100909,77.47,1.9354,74.25,456.25,1248.9,1037.75,0.09,0.18,1.22303
20100910,78.16,1.9731,76.45,464,1244.5,1023.5,0.093,0.18,1.21722
20100913,79.03,1.9806,77.19,469.25,1245.1,1025.25,0.089,0.18,1.21815
20100914,79.16,1.969,76.8,478,1269.7,1025,0.089,0.19,1.21521
20100915,78.91,1.9625,76.02,495.25,1266.7,1042.5,0.089,0.21,1.21566
20100916,78.48,1.9247,74.57,496,1271.9,1036.25,0.09,0.21,1.20985
20100917,78.21,1.9192,73.66,513.25,1275.6,1069,0.086,0.21,1.21012
20100920,79.32,1.9496,74.86,508.25,1279,1084.5,0.086,0.21,1.18891
