TradDate,S62343,S62284,S62566,S62500,S62583,S62421,S62554,S62434,S62338,S62393,S62549,S62355,S62398,S62542,S62524,S62543,S62272,S62254,S62561,S62535,S62488,S62571,S62501,S62511,S62487,S62591,S62260,S62553,S62379,S62333,S62319,S62439,S62321,S62368,S62507,S62555,S62482,S62536,S62477,S62279,S62278,S62326,S62475,S62320,S62573,S62572,S62375,S62392,S62356,S62416,S62512,S62548,S62596,S62506,S62441,S62590,S62523,S62537,S62271,S62345,S62565,S62374,S62415,S62517,S62595,S62440,S62349,S62283,S62380,S62481,S62585,S62547,S62285,S62337,S62259,S62381,S62560,S62584,S62525,S62435,S62351,S62476,S62429,S62277,S62541,S62505,S62422,S62325,S62397,S62399,S62332,S62513,S62261,S62518,S62350,S62273,S62567,S62253,S62373,S62339
20080123,-0.814323699,1.007042255,-2.159305085,-1.817969679,-1.163239177,-0.342278475,-0.694290921,-0.720333075,0.220304046,-0.645745324,-1.534419067,0.727341728,-1.376858847,-0.577611473,-0.256662399,-0.658926823,-0.180231887,-0.245825595,-0.665287449,0.02839668,-0.844502593,-0.770397588,-0.698893432,-0.868020906,-0.800515034,0.379833541,-0.647685046,-0.769141227,-0.19558575,-1.364980119,0.261333544,-0.529601234,-0.547671497,-1.351076855,-0.527497052,-0.385684662,-0.932595827,-0.285113473,-1.091063282,-1.264201383,-0.833114876,-0.439053668,-1.345934439,-0.803012704,-0.522385439,-1.490918992,0.563997525,0.488219981,0.401311982,-0.740315281,-0.810654347,-0.875456021,-1.248030288,0.38564559,-0.243388682,0.356318866,-0.764310011,-1.698682336,-0.558220757,-0.945432398,-1.465865373,-0.373785058,0.62607845,-1.130885027,-0.864025991,-0.285695719,-1.294653279,-0.11698913,-0.091405379,-0.913179193,-1.405950468,-1.249537061,-0.250120818,0.411563317,-0.863642336,-0.27113527,-1.032248773,-0.622313401,-0.617632241,-0.433751307,0,-1.570002245,-1.14663474,-0.986487546,-1.189639553,-0.524384615,-0.724324344,-0.064976895,-0.81131598,-1.29627619,-1.041272565,-1.122393936,-0.698764461,-1.082092762,-0.742607467,-0.594688862,-1.191001542,-0.419274557,-1.018507625,0.435496664
20080124,-0.606411265,0.503521127,0.299903484,-1.263334862,-0.581619589,0.09127426,0.151876139,-0.197738491,0.110152023,0.067973192,-0.446376456,0.363670864,-0.987181815,0.12635251,0.293328456,-0.191687803,-0.386211187,-0.437023281,-0.182627927,0.340760164,-0.422251296,-0.224115662,-0.349446716,-0.312275814,-0.573954175,0.18991677,-0.323842523,-1.121664289,-0.847538249,-0.397085126,0.130666772,-0.145380731,-0.273835749,-0.675538428,-0.263748526,-0.192842331,-0.466297913,0.109659028,-0.824358924,-0.896433708,-0.235787229,-0.219526834,-0.502876603,0.141708124,0.092185666,0.263103352,0.281998762,0.244109991,0.200655991,-1.144123616,-0.117001658,-0.43772801,-0.487326113,0.74718833,0.438099628,0.178159433,-0.382155006,-0.849341168,-0.173872039,-1.197547704,-0.732932686,-0.413130853,0.313039225,-0.565442514,-0.229231385,0.109882969,-0.502777972,0.210580434,0.304684596,0.293521884,-0.385947187,-0.372668948,-0.444659232,0.205781659,-0.431821168,-0.419027235,-0.731958221,-0.436711159,-1.019093198,-0.216875654,0,-0.785001123,-0.57331737,-0.493243773,-0.461995943,-0.166471306,0.076244668,-0.281566545,-0.40565799,-0.497560558,-0.294699782,-0.416168538,-0.349382231,-0.541046381,-0.243841258,0.158583697,-0.595500771,-0.209637278,-0.509253813,-0.497710474
20080125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20080126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20080127,0.195476919,-0.12524789,-0.23737697,0.591898797,0.311487857,0.033085364,-0.19861265,0.140843528,0.112954762,-0.059123748,0.41406846,-0.342695182,0.347063016,0.229412313,-0.151001145,0.171277926,-0.168631952,-0.166577505,0.221290365,0.373296554,0,-0.081022975,-0.150961062,0.241444979,0.207019668,-0.142113875,0.274932355,0.488484281,-0.58261886,0.826508628,0,0.146976008,0.284557854,0.125527774,0.190710955,-0.154161692,0.520069008,0.412357572,0.22612869,0.278048915,-0.060506779,0,0.148610198,-0.056249519,0.592177507,-0.208630151,0.85955141,-0.31110511,-0.271698597,-0.287937956,0.22885218,-0.233919714,0.350088549,0.800123385,1.190062012,-0.05910828,-0.071955532,-0.19120623,0.193792293,0.846187384,0.581359921,-0.019436882,0,-0.189564451,0.163715556,0.129829649,-0.046146898,-0.133401802,-0.348606632,0.355344394,0.252970599,0.261078763,-0.06157851,0.699357264,0.346545566,-0.333019492,0.355538939,0.123000627,-0.457826491,0.156465931,-0.065799682,0.131014595,0.384370997,0.350190946,0.198388826,0.427647252,0,-0.070502396,-0.115437708,0.185981484,0.265030676,0.202032251,-0.079265287,-0.352855935,0,0.292283222,0.675824296,-0.096529871,0.719802891,1.260114285
20080128,0.390953838,-0.25049578,0.435191112,1.183797594,0.622975714,-0.314310962,0.617906022,0.281687056,0.462087663,-0.118247496,0.232913509,-0.685390365,0.694126032,0.458824626,0.276835433,0.342555852,0.21681251,0.214171078,0.442580731,0.746593107,0.139837727,0.104172396,-0.301922125,0.482889958,0.207019668,-0.28422775,0.549864711,0.112727142,-1.165237719,1.177774794,0.757433284,0.116033691,0.257457106,0.251055548,0.381421909,0.4008204,0.185738931,0.393614046,0.452257381,0.55609783,0.157317626,0,0.297220396,-0.112499039,0.519960738,0.382488609,0.556180324,-0.62221022,-0.543397194,-0.575875912,0.319188567,0.129955397,0.512920432,0.548656035,0.900587469,-0.118216561,0.062961091,0.717023361,0.610445724,1.692374767,1.162719842,0.408174514,0,0.347534828,0.64121926,0.259659298,0.173050866,-0.266803603,0.193670351,0.710688788,0.990801513,0.522157525,0.348944892,0.393388461,0.210027616,0.428167919,0.280688636,0.422814656,0.04162059,0.101242662,-0.131599364,0.638696149,0.768741995,0.493859026,0.811590653,0.527431611,0.643498704,-0.141004792,0.177596473,0.371962969,0.530061351,0.404064502,0.206089745,0.308748943,0.223645628,0.584566444,0.315384671,0.084463637,1.439605781,1.106441811
20080129,0.586430758,-0.37574367,1.107759195,1.095012774,0.720606236,-0.281225598,0.419293372,0.191144788,0.338864286,0.502551858,0.646981969,-1.028085547,1.041189048,0.688236939,0.125834288,0.513833778,1.156333385,0.594919661,0.381111185,0.459441912,0.279675454,0.289367767,0.125800885,0.630212318,0.414039336,-0.426341625,0.429581805,0.601211423,-0.631170431,1.0537985,1.514866567,0.085091373,0.230356358,0.761535163,0.572132864,0.246658708,0.70580794,0.37487052,1.198482059,0.834146745,0.653473214,0,0.689975919,-0.168748558,0.779941106,0.173858459,0.252809238,-0.038888139,0.747171141,0.791829379,0.548040747,-0.103964317,0.675752315,1.34877942,0.611112925,-0.177324841,0.197877714,0.525817132,0.804238018,1.457322716,1.744079763,0.388737633,0.91037189,0.884634106,0.804934815,0.389488947,0.126903968,-0.400205405,-0.154936281,1.066033182,1.243772112,0.449635647,0.287366381,0.087419658,0.315041423,1.18935533,0.636227575,0.545815284,0.541067671,0.046019392,-0.197399047,0.769710744,0.661972273,0.844049972,1.00997948,0.62721597,0.643498704,-0.211507187,0.26639471,0.557944453,0.414110431,0.606096752,0.126824459,-0.044106992,0.223645628,0.876849666,-0.045054953,0.265457145,1.185557702,0.952769337
20080130,0.407243582,-0.500991561,0.870382225,1.686911571,0.925165426,0.132341458,0.728246383,0.331988316,0.924175325,0.44342811,1.06105043,-0.244782273,0.774217498,0.477942319,-0.025166858,0.685111704,0.987701433,-0.118983932,0.319641639,0.172290717,0.419513181,0.740781483,0.553523896,0.777534679,0.828078671,-0.5684555,0.704514161,1.089695704,-1.213789291,0.929822206,1.514866567,0.232067382,0.514914213,1.079538857,0.762843819,0.447068908,1.225876948,0.356126994,0.904514762,1.11219566,0.592966435,0,0.838586116,0.206248238,1.039921475,1.564726129,1.112360648,0.544433942,0.475472544,0.503891423,0.776892927,-0.337884032,0.651327533,1.623107437,1.06140666,-0.236433122,0.332794337,0.334610902,0.998030311,1.222270665,1.489734797,0.369300751,0,0.695069655,1.282438519,0.332688476,0.611446393,-0.533607207,1.278224318,1.421377576,1.981603026,1.04431505,0.697889783,-0.218549145,0.420055231,0.856335838,0.561377272,0.845629313,0.08324118,-0.009203878,0.493497617,0.900725339,0.555202552,1.194240917,1.208368306,0.727000329,0.643498704,0.258508785,0.355192947,0.387461426,0.29815951,0.808129003,0.412179491,-0.396962926,0.223645628,1.169132888,0.630769343,0.168927274,0.931509623,1.505990243
20080131,0.228056406,-0.626239451,1.542950308,1.598126752,1.129724615,0.165426822,0.529633733,0.241446048,0.56477381,1.064227465,0.879895478,0.538521001,1.121280514,1.147061565,0.402669721,0.85638963,1.927222308,0.261764651,0.540932005,0.545587271,0.419513181,0.659758508,0.402562833,0.83073442,1.035098339,-0.710569374,0.584231255,1.578179985,-0.679722003,1.281088373,1.514866567,0.37904339,0.799472067,1.397542551,0.953554774,0.647479108,0.891546871,0.768484566,1.65073944,1.766428401,0.81079084,0.616043133,0.987196314,0.149998718,0.967704706,1.356095979,0.808989562,0.233328832,1.766040879,1.871596714,0.867229314,0.025991079,1.001416081,2.423230822,0.771932116,1.063949048,0.260838805,0.143404672,1.191822604,2.068458049,2.071094718,0.349863869,0,0.505505204,1.132365927,0.462518125,0.830644156,0.100051351,1.820501301,1.77672197,1.74971331,0.971793172,0.636311273,-0.524517948,0.525069039,1.617523249,0.056137727,0.96862994,0.582688261,-0.064427148,0.427697934,1.031739933,0.939573549,1.337908998,1.821570133,0.990716134,0.643498704,0.728524757,0.443991184,0.929907422,0.563190186,0.728540541,0.332914204,0.264641951,0.447291257,1.46141611,0.270329718,0.349920782,1.651312514,1.352317769
20080132,0.423533325,-0.751487341,1.305573337,2.190025549,1.12042647,0.578993878,0.331021083,0.382289576,0.91390671,1.005103717,0.698740527,0.195825818,1.46834353,0.936766945,-0.327169148,0.699384864,1.758590356,0.095187146,0.76222237,0.258436076,0.699188635,0.578735534,0.830285843,0.883934161,1.242118007,0.781626312,0.859163611,2.066664265,-1.262340862,1.63235454,2.272299851,0.348101072,0.772371319,1.330594405,1.144265728,0.847889308,0.557216794,0.74974104,1.356772142,2.044477316,0.750284061,0.9240647,0.891661187,0.524995514,1.227685075,1.147465828,1.668540972,0.816650914,1.494342283,1.583658758,0.819049908,0.389866191,0.976991299,2.697558839,0.482457573,1.004840768,0.395755428,-0.047801557,1.385614898,1.833405998,1.816749753,0.777475265,0.91037189,1.042604483,0.982293334,0.405717653,0.784497258,-0.03335045,2.362778284,1.450989609,1.517823594,0.899271293,0.574732762,-0.830486751,0.388551089,1.284503757,-0.018712576,1.091630567,0.12486177,-0.119650418,1.875290943,1.162754528,1.323944547,1.481577078,2.019958959,1.25443194,0.643498704,1.198540728,0.328553476,0.759424394,0.828220861,0.789762435,0.618269236,-0.088213984,0.447291257,1.753699332,-0.090109906,0.253390911,2.371115405,1.198645296
20080133,1.368338434,0.083498593,1.068196367,2.101240729,1.218056993,0.612079242,0.639974094,0.523133104,1.263039611,0.945979969,0.517585576,0.979129092,1.201371979,1.166179258,0.10066743,0.87066279,1.589958404,-0.071390359,0.983512736,-0.02871512,0.699188635,0.763930904,1.836692926,0.937133902,1.449137675,2.273821998,0.738880705,1.690907126,-1.844959722,1.508378245,2.272299851,0.495077081,0.745270571,1.456122179,1.334976683,0.693727615,0.222886718,0.730997514,1.582900833,1.946342405,0.689777281,0.9240647,1.040271385,0.468745995,1.155468306,0.938835678,2.528092381,0.505545804,1.222643686,1.295720802,0.909386295,0.155946476,1.139823182,2.44609149,0.932751307,0.945732487,0.530672051,-0.239007787,1.356546054,2.679593382,1.562404787,0.758038384,0.91037189,0.853040031,1.14600889,0.535547303,1.003695022,-0.166752252,2.014171652,1.125257247,1.770794194,1.160350056,0.985256164,0.87419658,0.493564896,2.045691168,0.767215605,1.037817793,0.624308851,0.036815513,1.809491261,0.917102163,1.217174825,1.625245158,2.218347786,1.354216298,0.643498704,1.128038333,0.621587657,0.945405879,0.712269941,0.710173973,0.903624268,0.573390894,0.670936885,1.565802975,-0.45054953,0.434384419,3.090918295,1.751866201
20080134,0.814487163,-0.041749297,0.830819396,1.331772293,1.10183018,0.645164607,0.948927105,0.895362429,1.375994373,0.886856221,0.336430624,-0.489564546,1.548434995,0.955884637,0.528504009,1.370223408,0.867250039,0.856684312,0.92204319,-0.315866315,0.699188635,1.215344621,1.107047791,0.707965786,1.656157342,0.497398562,0.223382539,1.315149987,-2.427578581,1.384401951,2.272299851,0.642053089,0.718169823,1.196698113,0.977393643,0.539565923,0.742955726,0.28115289,1.288933535,1.472023668,0.350939319,1.232086266,0.700590933,0.84374279,1.415448674,1.529954438,1.0617988,0.194440694,0.950945089,1.007782846,0.584175302,-0.675768064,0.740885068,2.19462414,1.383045041,0.886624207,0.872460829,-0.430214017,1.32747721,3.525780765,1.308059822,0.291553225,0,2.116803041,0.682148149,0.665376952,1.222892785,-0.300154054,1.66556502,0.799524886,1.538904478,1.087828177,0.923677654,0.568227777,0.357046946,1.712671676,0.692365302,0.630378215,0.16648236,0.616659847,1.743691578,0.671449798,1.110405104,1.355867508,2.416736612,1.290069211,0.643498704,1.598054305,0.914621838,1.131387363,0.59631902,0.63058551,0.459738663,1.234995771,0.670936885,1.377906618,0.225274765,0.615377927,1.863019246,2.305087107
20080135,1.009964082,0.793236638,0.593442426,1.242987474,1.199460703,1.058731663,0.750314455,0.804820161,1.725127274,0.827732473,0.155275673,0.293738728,1.895498011,1.18529695,0.377502864,1.213218642,0.698618087,0.690106807,0.860573644,0.717877988,0.978864089,1.400539992,1.534770801,0.47879767,2.070196678,1.989594248,0.498314894,1.803634268,-0.776825146,0.785183196,1.514866567,0.789029097,0.691069075,1.129749967,1.716398593,0.385404231,1.263024734,0.262409364,2.035158214,0.621521104,0.29043254,1.540107833,1.337491781,0.787493271,1.675429043,1.321324287,0.758427714,0.777762775,2.241513424,0.71984489,0.674511689,-0.311892952,0.341946955,2.994747525,1.093570498,2.187006377,0.593633141,-0.621420247,1.298408366,3.290728714,1.889419743,0.71916462,-0.91037189,0.473911128,0.218287408,0.60857648,1.176745888,0.333504504,0.426074773,1.15486928,1.791875077,0.681705658,1.334201056,1.267585041,0.220528996,1.379652183,0.617514999,0.753378842,0.665929441,0.349747376,1.677891896,0.802464393,1.003635382,1.086489857,2.200312438,1.553785016,1.286997408,0.987033541,1.003420075,1.317368847,0.4803681,0.550997048,1.109714014,0.882139836,0.447291257,1.67018984,0.901099061,0.241324677,2.582822137,2.151414633
20080136,1.205441002,2.588456397,0.356065456,1.154202654,1.297091225,1.852780409,0.551701805,0.714277893,2.310438313,0.768608724,-0.025879279,-0.048956455,2.856595594,1.414709263,0.805339442,1.056213877,1.084062548,1.07085539,1.364623921,1.75162229,0.559350908,1.851953708,1.383809739,0.061384317,1.86317701,1.847480374,0.773247249,1.427877129,-0.242757858,0.185964441,2.272299851,1.113923431,0.663968327,0.67784998,2.455403542,0.231242538,0.928694657,0.243665838,2.261286904,0.523386193,-0.048405423,2.156150966,0.997811328,1.162490067,1.935409412,2.712191957,2.780901619,2.255512047,3.532081759,2.087550181,0.487816489,-0.545812667,-0.244247825,3.269075543,2.28363251,2.127898097,0.93542192,-0.812626476,1.269339522,3.055676663,1.635074778,1.146776016,-0.91037189,1.737674138,0.068214815,0.92503625,1.395943651,2.501283781,0.968351756,2.191290429,1.559985361,0.609183779,2.21682637,1.966942304,0.567074562,2.140839594,0.542664696,0.169125863,1.165376522,0.294524106,2.368788559,0.556812028,1.38800638,0.610589341,2.398701264,1.489637928,0.643498704,2.538086248,1.296454256,1.859814843,0.745398775,0.330598229,1.395069046,1.543744714,0.447291257,1.962473062,0.540659436,0.422318185,2.328774058,2.704635539
20080137,1.400917921,2.463208506,0.118688485,0.384734218,0.967007078,1.885865774,0.353089155,0.623735625,2.423393075,0.709484976,-0.20703423,-0.391651637,1.975589477,1.204414643,1.233176021,1.227491803,-0.192722231,1.451603973,1.020394463,2.124918844,0,1.238494042,1.232848677,-0.07366118,2.070196678,1.705366499,0.257749083,1.91636141,0.29130943,0.061988147,2.272299851,1.082981114,0.636867579,0.610901834,1.549526507,0.077080846,1.448763665,-0.206178786,1.967319606,0.049067456,-0.387243386,2.464172532,0.658130876,1.537486862,1.530995505,1.703812896,1.314608038,2.838834128,3.260383162,1.799612225,0.162605496,-1.377527207,-0.455929273,3.017608193,1.994157967,2.068789816,0.656594232,-1.003832706,0.794548403,2.820624612,1.380729812,0.23324258,-0.91037189,0.821445956,-0.709434075,0.681605658,1.084452092,1.60082162,0.619745124,1.184481313,0.84323533,-0.130539381,2.155247859,1.660973502,0.189024854,1.807820102,0.037425151,-0.238313715,1.664823603,-0.395766768,1.546292532,0.687826622,1.281236658,0.547734556,2.59709009,1.261559394,1.286997408,1.927065485,0.772544659,1.689331816,0.629447855,0.251009766,0.95118344,2.205349591,0,1.294397126,1.216483732,0.603311693,2.074725979,2.550963065
20080138,1.221730745,1.377726792,-0.118688485,0.295949398,0.423065597,0.777506065,-0.860654816,0.070421764,2.536347837,0.650361228,-0.388189182,-0.734346819,1.708617926,0.994120023,0.503337151,0.413921654,-0.361354183,1.832352555,0.676165006,1.837767649,-0.139837727,0.891252722,1.081887614,-0.302829296,1.86317701,1.563252624,0.532681439,2.404845691,-1.407995577,-0.537230608,2.272299851,0.518283819,-0.013550374,0.159001847,1.191943467,-0.786224631,1.968832673,-0.224922312,1.673352309,-0.425251282,-0.726081349,2.464172532,0.562595749,1.049991028,1.126581598,1.495182746,1.011236952,2.527729018,1.426417633,1.511674269,-0.162605496,-2.209241747,-0.667610721,2.240345477,0.964915145,0.650191085,0.170894389,-1.195038936,0.319757284,2.585572561,1.962089733,-0.680290857,-1.82074378,2.085208965,-0.859506667,0.624805186,0.772960534,1.467419818,-0.619745124,0.858748952,0.611345614,-0.870262542,1.621567437,1.355004699,-0.430556612,0.380593706,-0.467814393,-0.645753293,1.206997112,-0.87436844,1.48049285,0.065507297,0.192185499,0.484879771,1.965852916,1.033480859,0.643498704,2.397081457,0.248635063,1.518848788,0.132515338,0.171421304,0.507297835,2.866954468,-0.447291257,1.106500769,-0.180219812,0.506781822,1.8206779,2.397290591
20080139,0.667879474,1.252478902,-0.356065456,0.207164579,-0.120875885,0.049628047,-1.059267466,-0.714277893,2.649302599,-0.768608724,-0.569344133,-1.077042002,0.827611808,-0.095588464,-0.805339442,-0.399648494,-0.529986135,0.571122874,0.61469546,0.890168705,-0.559350908,0.277793056,0.352242479,-0.531997412,2.070196678,1.421138749,-0.378031989,2.029088552,-0.873928289,-0.661206902,2.272299851,-0.046413476,-0.352309724,-0.48537406,0.834360427,-0.940386323,1.634502597,-1.105868034,1.379385011,-0.523386193,-1.064919312,1.848129399,0.222915297,0.993741509,0.389970553,0.486803685,0.707865867,1.322196717,1.154719037,1.223736313,-0.349300696,-1.845366635,-1.066548835,1.988878127,1.41520888,0.591082805,-0.728549764,-1.386245165,-0.155033835,1.269281076,1.707744768,-1.146776016,-1.82074378,1.168980784,-1.00957926,0.568004715,0.461468975,1.334018017,-0.968351756,0.533016591,0.379455899,-0.94278442,1.559988927,1.049035896,-1.050138078,1.141781117,-0.542664696,-1.230006273,-0.20810295,-1.564659314,1.414693167,-0.180145068,0.085415777,0.21550212,1.749428742,0.641470878,0,2.326579061,-0.479510478,0.99190125,-0.745398775,-0.189787872,0.063412229,2.514098534,-0.894582514,0.918604412,-0.540659436,-0.422318185,0.592778851,2.243618117
20080140,-0.260635892,1.127231011,-0.593442426,0.118379759,-0.450960032,-0.29776828,-0.750314455,-1.267591753,2.762257361,-0.827732473,-0.750499085,-1.419737184,0.560640257,-0.305883084,-0.956340588,-0.884935951,-0.698618087,-0.142780719,-0.012293909,0.60301751,-1.118701816,-0.33566661,-0.377402656,-0.949410765,1.242118007,1.279024874,-0.893530155,1.653331412,-1.456547149,-0.785183196,1.514866567,-0.433192446,-1.002727677,-0.744798126,-0.071516608,-1.094548016,1.30017252,-1.555712658,1.085417714,-0.621521104,-1.403757275,1.232086266,0.12738017,0.506245674,-0.014443354,0.278173534,0.404494781,1.011091607,0.88302044,0.935798357,-0.813027482,-1.481491524,-1.278230283,1.737410778,0.385966058,0.531974524,-1.214249607,-1.577451395,-0.184102679,1.034229024,1.453399802,-1.166212898,-1.82074378,0.252752602,-1.159651853,0.137944002,-0.380711905,1.967676575,-0.426074773,0.20728423,0.147566183,-1.015306299,1.026308504,1.74839316,-1.669719543,0.808761625,-1.047904241,-1.460632449,0.291344131,-1.831571786,1.348893485,-0.425797433,-1.003635382,0.152647335,1.533004567,0.08552945,-0.643498704,1.715558298,-0.79918413,0.108489199,-0.861349696,-0.269376334,-0.380473376,2.161242599,-1.565519399,0.730708055,-0.901099061,-1.073894813,0.338730772,2.089945643
20080141,-0.439823068,0.041749297,-0.830819396,0.02959494,-0.887972846,-1.025646298,-1.964058426,-1.589519817,2.402855845,-1.566779323,-2.12210086,-1.762432366,0.907703273,-0.955884637,-1.686179457,-1.370223408,-1.421326452,-0.856684312,-0.92204319,-0.344581434,-1.538214997,-1.215344621,-0.528363719,-1.2727015,0.621059003,1.136910999,-1.01381306,2.141815693,-2.039166008,-0.90915949,1.514866567,-1.353726392,-1.65314563,-1.196698113,-0.429099648,-1.6032816,0.965842444,-2.005557282,0.791450416,-1.095839841,-1.742595237,0.616043133,-0.456445608,0.01874984,-0.751054399,0.069543384,0.101123695,0.699986497,0.611321843,2.303503648,-1.138238475,-2.313206064,-1.677168396,1.485943428,0.836259792,-0.886624207,-1.69994945,-1.768657625,-0.881754935,0.799176973,1.199054837,-2.079746335,-0.91037189,0.06318815,-1.309724445,-1.038637193,-1.222892785,1.834274773,-0.774681405,-0.118448131,-0.084323533,-1.087828177,0.492628082,1.442424357,-1.806237494,0.475742132,-1.553143785,-1.691258626,-0.16648236,-2.098484257,1.283093803,-0.671449798,-1.601545823,-0.323253181,0.901767393,-0.962206317,-1.286997408,1.645055902,-1.323093727,-0.41845834,-1.739263809,-0.912206223,-1.1889793,1.808386665,-2.236456285,0.062632119,-1.261538685,-1.447948063,0.084682693,1.93627317
20080142,-0.993674339,-1.043732418,-1.068196367,-0.05918988,-1.218056993,-1.373042625,-2.162671076,-1.911447882,2.515810607,-1.625903071,-1.708032399,-2.105127549,0.026697155,-1.166179258,-1.837180602,-1.527228173,-1.035881991,-1.570587905,-1.549032558,-1.292180378,-2.097565905,-1.562585941,-0.679324781,-1.690114854,0,0.994797124,-1.529311227,1.766058554,-3.738471015,-1.033135785,0.757433284,-2.274260339,-1.99190498,-1.456122179,-0.238388693,-2.112015185,0.631512367,-2.024300808,0.497483119,-1.193974753,-2.0814332,-0.308021567,-1.040271385,-0.468745995,-1.155468306,-0.938835678,-0.20224739,0.388881387,0.339623246,2.015565692,-1.601965261,-2.547125778,-1.701593179,1.234476079,-0.932751307,-0.945732487,-1.978777138,-1.959863854,-1.356546054,1.645364357,1.780414758,-2.099183217,-2.731115671,-0.853040031,-1.459797038,-2.215218388,-1.534384344,1.700872971,-0.232404421,-0.444180492,-0.316213249,-1.493950697,-0.513154252,1.136455554,-2.184287201,-0.951484264,-2.05838333,-1.7450714,-0.624308851,-2.365396728,1.217294121,-0.917102163,-1.217174825,-0.799153697,0.685343218,-1.190284852,-1.286997408,-0.047001597,-1.438531435,-0.945405879,-1.855214729,-1.555036112,-1.632864906,1.45553073,-2.460101913,-0.125264238,-1.621978309,-2.099524691,0.804485584,1.782600696
20080143,-1.172861515,-0.208746484,-1.305573337,-0.828658316,-1.54814114,-2.100920643,-2.361283725,-2.233375946,2.392587231,-1.685026819,-1.293963939,-1.321824275,-0.240274396,-1.376473878,-1.988181748,-1.684232939,-1.204513942,-1.73716541,-2.176021927,-1.579331573,-2.377241359,-1.643608916,-0.830285843,-2.013405589,-0.414039336,0.852683249,-1.649594132,2.254542835,-2.08771758,-1.157112079,0,-2.305202657,-2.019005728,-1.523070325,-0.595971734,-2.266176877,-0.557216794,-2.043044334,0.203515821,-1.292109664,-2.141939979,-0.616043133,-1.379951837,-1.387488144,-1.559882213,-0.347716918,-0.505618476,-0.816650914,0.067924649,1.727627736,-1.927176254,-2.183250667,-1.913274627,0.98300873,-1.222225851,-1.004840768,-2.05073267,-2.151070084,-1.608476035,1.410312306,0.690364906,-2.118620098,-1.82074378,-1.042604483,-1.609869631,-2.272018859,-1.845875902,3.101591889,-0.581011053,-0.769912853,-0.548102965,-1.900073216,-1.046834675,0.830486751,-2.079273394,-0.190296853,-2.133233633,-1.798884175,-0.12486177,-2.6323092,0.394798093,-0.786087568,-1.323944547,-1.481577078,0.054106044,-1.418363386,-1.930496113,0.423014375,-1.962441031,-1.115888906,-2.352147246,-2.057055645,-1.712130193,2.117135607,-2.236456285,-0.793340174,-1.982417934,-2.473577941,0.550437505,1.628928222
20080144,-2.101376881,-1.294228198,-1.542950308,-0.917443135,-1.557439285,-2.067835278,-2.052330715,-2.323918214,2.505541993,-1.744150567,-2.070342302,-2.790517914,-0.507245947,-2.026475431,-2.139182893,-1.841237704,-1.373145894,-1.903742915,-1.954731562,-1.866482768,-2.097565905,-1.72463189,-1.559930978,-2.242573704,-0.621059003,0.710569374,-2.165092298,1.014544276,-2.670336439,-1.281088373,-0.757433284,-2.158226648,-2.357765079,-1.397542551,-0.953554774,-2.42033857,-0.891546871,-2.06178786,-0.090451476,-1.390244575,-2.202446758,-0.9240647,-1.71963229,-2.306230294,-1.632098982,-0.556347068,-0.808989562,-1.127756023,-0.203773948,3.095333028,-2.252387247,-2.417170381,-1.937699409,1.257336747,-1.511700394,-1.063949048,-2.329560358,-2.342276314,-1.637544879,1.175260255,0.436019941,-2.13805698,-0.91037189,-1.232168934,-1.759942223,-2.328819331,-1.626678139,1.434069368,-0.929617686,-1.095645215,-1.264852995,-1.972595095,-1.580515097,0.524517948,-2.215791344,-0.523316345,-2.208083935,-1.852696949,-1.539961833,-2.475843268,-0.427697934,-1.408406893,-1.430714268,-1.750954728,-0.162318131,-1.482510474,-1.930496113,-0.728524757,-2.282114684,-1.286371933,-2.087116571,-2.136644107,-2.156015798,1.764279673,-1.789165028,-0.981236531,-2.342857558,-2.570107812,0.296389426,1.475255748
